id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,energy_type_id,Energy_Type_Name,weather_id,Weather_Condition,Weather_Temperature,equipment_id,Equipment_Name,Equipment_Type,Equipment_Rated_Capacity,Equipment_Operational_Status,electricity_Production(kWh)
989,989,2024-04-13 19:32:43.797236,2024,4,13,23,Sorik Marapi,Jawa Timur,5,PLTG,4,Overcast,12.7,72,Steam Turbine BioSteam Z,Turbine,1826.89,Operational,741.62
990,990,2025-04-22 04:17:43.797236,2025,4,22,4,Kamojang,Sumatera Utara,2,PLTB,5,Rain Showers,15.9,76,PLTB Turbine Vestas V120,Nacelle,498.22,Operational,1143.29
991,991,2024-02-15 00:34:43.797236,2024,2,15,6,Wayang PLTBu,NTT,2,PLTB,7,Foggy,10.2,1,Gearbox PLTBMaster,Turbine,347.76,Standby,625.72
992,992,2024-06-30 09:59:43.797236,2024,6,30,18,Jeneponto,Banten,2,PLTB,1,Clear,28.4,88,Gearbox PLTBMaster,Gearbox,327.39,Maintenance,1184.48
993,993,2023-11-25 17:01:43.797236,2023,11,25,21,Patuha,Lampung,6,PLTG,6,Thunderstorm,33.7,100,PLTG Generator CAT D1000,Fuel System,1609.56,Degraded,1444.39
994,994,2024-12-29 21:47:43.797236,2024,12,29,10,Mataloko,Lampung,4,PLTG,4,Overcast,21.7,15,Wellhead Unit AlphaTherm,Wellhead,1067.5,Operational,386.8
995,995,2025-05-13 19:26:43.797236,2025,5,13,6,Wayang PLTBu,NTT,5,PLTG,5,Rain Showers,34.5,26,Pelletizer BioFuel,Feeder System,525.14,Standby,11.88
996,996,2023-09-09 03:25:43.797236,2023,9,9,24,Rantau Dedap,Jawa Barat,2,PLTB,4,Overcast,21.9,12,PLTB Turbine G100,Nacelle,327.76,Maintenance,1325.09
997,997,2025-03-22 00:45:43.797236,2025,3,22,6,Wayang PLTBu,NTT,1,PLTS,3,Cloudy,22.9,40,PLTS Panel B-Series X,Inverter,976.88,Standby,476.42
998,998,2024-05-04 09:01:43.797236,2024,5,4,8,Lahendong,DKI Jakarta,3,PLTA,8,Hazy,26.7,7,Generator PLTAGenX,Spillway Gate,417.46,Operational,896.62
999,999,2025-01-29 05:52:43.797236,2025,1,29,4,Kamojang,Sumatera Utara,6,PLTG,2,Partly Cloudy,27.5,55,Engine Cummins KTA50,Generator Set,644.67,Standby,739.65
1000,1000,2024-07-14 11:47:43.797236,2024,7,14,17,Sidrap,NTT,3,PLTA,1,Clear,13.2,75,Kaplan Turbine FlowMax,Turbine,1630.4,Maintenance,566.28
